mouse_gene_id	human_ortholog_id	disease_id	any_phenodigm_match	disease_phenotype
MGI:1206586	HGNC:950	OMIM:614327|ORPHA:289539|ORPHA:39044|ORPHA:618	Y	Y
MGI:1261415	HGNC:10817	OMIM:617575|ORPHA:506334	N	Y
MGI:1261422	HGNC:7631	OMIM:609241|OMIM:609242|ORPHA:79279|ORPHA:79280|ORPHA:79281	N	Y
MGI:1261811	HGNC:7594	OMIM:600316|ORPHA:90636	N	Y
MGI:1261819	HGNC:2979	OMIM:242860|ORPHA:2268	Y	Y
MGI:1261827	HGNC:2978	OMIM:601626|OMIM:615879|OMIM:618724|ORPHA:404443	Y	Y
MGI:1261834	HGNC:12781	OMIM:618168	N	Y
MGI:1261847	HGNC:12718	OMIM:607596|ORPHA:2254|ORPHA:423894	N	Y
MGI:1261856	HGNC:29101	OMIM:616681|ORPHA:2512	Y	Y
MGI:1261910	HGNC:23352	OMIM:617767|ORPHA:475	Y	Y
MGI:1270841	HGNC:2384	OMIM:614163	N	Y
MGI:1270850	HGNC:11048	OMIM:604715|ORPHA:443236	N	Y
MGI:1270854	HGNC:4195	OMIM:125851|OMIM:125853|OMIM:602485|OMIM:606176|ORPHA:552|ORPHA:79299|ORPHA:99885	Y	Y
MGI:1270862	HGNC:904	OMIM:114500|OMIM:608615|ORPHA:300576|ORPHA:401911|ORPHA:99798	Y	Y
MGI:1274781	HGNC:10249	ORPHA:95496	N	Y
MGI:1274784	HGNC:17416	OMIM:604352|OMIM:605472|ORPHA:231178|ORPHA:36387	Y	Y
MGI:1276109	HGNC:2032	OMIM:607626|ORPHA:59303	N	Y
MGI:1276575	HGNC:9587	OMIM:151050|ORPHA:2658	N	Y
MGI:1276578	HGNC:4238	OMIM:187900|ORPHA:140957|ORPHA:721|ORPHA:734	Y	Y
MGI:1277113	HGNC:30032	OMIM:615009|ORPHA:329224	Y	Y
MGI:1277151	HGNC:11138	OMIM:127750|OMIM:168601|OMIM:605543|ORPHA:171695|ORPHA:2828|ORPHA:411602	Y	Y
MGI:1277162	HGNC:1777	OMIM:616080|ORPHA:2512	N	Y
MGI:1277163	HGNC:12660	OMIM:614402	N	Y
MGI:1277215	HGNC:966	OMIM:209900|ORPHA:110	Y	Y
MGI:1277238	HGNC:25631	OMIM:617593|ORPHA:276234	Y	Y
MGI:1277956	HGNC:30262	OMIM:616420|ORPHA:2512|ORPHA:481152	Y	Y
MGI:1277958	HGNC:8727	ORPHA:146	N	N
MGI:1278336	HGNC:11411	OMIM:300672|ORPHA:1934|ORPHA:3095|ORPHA:3451|ORPHA:505652	N	Y
MGI:1289155	HGNC:25980	OMIM:618302|ORPHA:528084	Y	Y
MGI:1289160	HGNC:3496	OMIM:618145|ORPHA:90636	Y	Y
MGI:1289263	HGNC:25244	OMIM:613807|ORPHA:244	Y	Y
MGI:1289288	HGNC:30224|HGNC:30225	OMIM:614707|ORPHA:95433|ORPHA:97229|OMIM:615026|ORPHA:411712	Y	Y
MGI:1289298	HGNC:30767	ORPHA:221139	N	N
MGI:1298224	HGNC:8996	OMIM:611369|ORPHA:137783	Y	Y
MGI:1298378	HGNC:2860	OMIM:270400|ORPHA:818	N	Y
MGI:1298392	HGNC:15832	OMIM:269700|OMIM:270685|OMIM:600794|OMIM:615924|ORPHA:100998|ORPHA:139536|ORPHA:363400|ORPHA:528	Y	Y
MGI:1298393	HGNC:23664	ORPHA:3148	N	N
MGI:1298395	HGNC:12382	OMIM:608800|ORPHA:168593	N	Y
MGI:1309468	HGNC:1512	OMIM:616231|ORPHA:2593|ORPHA:88635	Y	Y
MGI:1309469	HGNC:1513	OMIM:611938|ORPHA:3286	Y	Y
MGI:1313261	HGNC:11276	OMIM:600224|OMIM:615386|ORPHA:352403|ORPHA:98766	N	Y
MGI:1313286	HGNC:3259	OMIM:603896|ORPHA:157713|ORPHA:157716|ORPHA:157719|ORPHA:99853|ORPHA:99854	N	Y
MGI:1314883	HGNC:11917	ORPHA:2584|ORPHA:3162	Y	Y
MGI:1314884	HGNC:11916	OMIM:142680|OMIM:614810|ORPHA:32960|ORPHA:329967	Y	Y
MGI:1315195	HGNC:16912	OMIM:211180|ORPHA:1270	N	Y
MGI:1315201	HGNC:29521	OMIM:218340|ORPHA:1777	N	Y
MGI:1315204	HGNC:10909	OMIM:606069|ORPHA:139491	Y	Y
MGI:1316658	HGNC:2577	OMIM:233690|ORPHA:379	Y	Y
MGI:1321133	HGNC:4912	OMIM:137200|ORPHA:324442	Y	Y
MGI:1321394	HGNC:4217	OMIM:615506|ORPHA:774	N	Y
MGI:1328317	HGNC:12269	OMIM:152700|OMIM:192315|OMIM:225750|OMIM:610448|ORPHA:247691|ORPHA:481662|ORPHA:51|ORPHA:536	Y	Y
MGI:1328337	HGNC:8487	OMIM:224690|ORPHA:2554	Y	Y
MGI:1328357	HGNC:12565	OMIM:615518|ORPHA:1872|ORPHA:228000	N	Y
MGI:1328366	HGNC:11103	OMIM:162091|OMIM:609322|OMIM:614608|ORPHA:1465|ORPHA:231108|ORPHA:2495|ORPHA:263662|ORPHA:93921|ORPHA:99966	Y	Y
MGI:1329012	HGNC:10969	OMIM:212140|ORPHA:158	N	Y
MGI:1329021	HGNC:7328	OMIM:617442	N	Y
MGI:1329026	HGNC:2026|HGNC:2027	OMIM:613090|ORPHA:89938|OMIM:607364|ORPHA:358|ORPHA:93605	Y	Y
MGI:1329042	HGNC:10808	OMIM:159900|ORPHA:36899	Y	Y
MGI:1330238	HGNC:3006	OMIM:615042|ORPHA:329178	Y	Y
MGI:1330239	HGNC:3005	OMIM:608799|ORPHA:79322	N	Y
MGI:1330302	HGNC:3092	OMIM:615812	N	Y
MGI:1330305	HGNC:7146	OMIM:613216|ORPHA:215	Y	Y
MGI:1332234	HGNC:12933	OMIM:617260	Y	Y
MGI:1333114	HGNC:14135	OMIM:618548|ORPHA:1934	Y	Y
MGI:1333772	HGNC:3344	OMIM:104500|OMIM:204650|ORPHA:100031	N	Y
MGI:1333777	HGNC:636	OMIM:607457	N	N
MGI:1333782	HGNC:17158	OMIM:617770	N	Y
MGI:1333797	HGNC:1607	ORPHA:220393|ORPHA:220402	Y	Y
MGI:1333800	HGNC:5987	OMIM:618549	N	N
MGI:1333857	HGNC:29216	OMIM:100300|ORPHA:974	N	Y
MGI:1333865	HGNC:9987	OMIM:209920|ORPHA:572	Y	Y
MGI:1334448	HGNC:19048	OMIM:608716|ORPHA:2512	Y	Y
MGI:1336153	HGNC:9386	OMIM:194200|OMIM:261740|OMIM:600858|ORPHA:439854	N	Y
MGI:1336155	HGNC:6708	OMIM:616509|OMIM:618275|ORPHA:2850|ORPHA:55654|ORPHA:98994	Y	Y
MGI:1336200	HGNC:5144	OMIM:224500|ORPHA:99657	N	Y
MGI:1336880	HGNC:30858	OMIM:610536|ORPHA:79113	N	Y
MGI:1336894	HGNC:7193	OMIM:252160|ORPHA:308393	Y	Y
MGI:1336991	HGNC:12003	ORPHA:70573	N	N
MGI:1336993	HGNC:573	OMIM:184450|OMIM:613744|ORPHA:280763	Y	Y
MGI:1337008	HGNC:20763	ORPHA:656	N	N
MGI:1337063	HGNC:574	OMIM:612936|ORPHA:280763	N	Y
MGI:1337104	HGNC:3522	OMIM:601316|OMIM:605362|ORPHA:217622|ORPHA:90635	Y	Y
MGI:1337120	HGNC:11065	OMIM:222700|ORPHA:470	Y	Y
MGI:1337131	HGNC:9968	ORPHA:570	Y	Y
MGI:1338001	HGNC:18010	OMIM:618369	N	Y
MGI:1338002	HGNC:15968	OMIM:214400|OMIM:607706|OMIM:607831|OMIM:608340|ORPHA:101097|ORPHA:101102|ORPHA:217055|ORPHA:99944|ORPHA:99948	N	Y
MGI:1338011	HGNC:890	OMIM:250950|ORPHA:67046	N	Y
MGI:1338015	HGNC:11186	OMIM:613589	N	Y
MGI:1338071	HGNC:5960	OMIM:615592|OMIM:618204|ORPHA:397787	N	Y
MGI:1338073	HGNC:1739	OMIM:617063|ORPHA:2554	N	Y
MGI:1338783	HGNC:9689	OMIM:261640|ORPHA:13	N	Y
MGI:1338803	HGNC:360	OMIM:240300|ORPHA:189466|ORPHA:3453	N	Y
MGI:1338871	HGNC:1144	ORPHA:2440	N	Y
MGI:1338881	HGNC:11344	OMIM:602400|ORPHA:91132	N	Y
MGI:1338891	HGNC:18337	OMIM:191480|ORPHA:1410	N	Y
MGI:1339755	HGNC:2439	OMIM:617014|ORPHA:279943|ORPHA:420702|ORPHA:86829|ORPHA:98824	N	Y
MGI:1339759	HGNC:2436	OMIM:614370|ORPHA:264675	N	Y
MGI:1339795	HGNC:2468	OMIM:610759|ORPHA:199	Y	Y
MGI:1339957	HGNC:8537	ORPHA:67038	N	N
MGI:1339968	HGNC:2501	OMIM:219500|ORPHA:212	N	Y
MGI:1339975	HGNC:8590	OMIM:618158	N	Y
MGI:1339998	HGNC:3218	OMIM:126600|ORPHA:75376	N	Y
MGI:1340031	HGNC:7800	OMIM:180300	N	Y
MGI:1341155	HGNC:4313	OMIM:605899|ORPHA:289857|ORPHA:289860|ORPHA:289863	N	Y
MGI:1341272	HGNC:2191	ORPHA:79501	N	Y
MGI:1341799	HGNC:7679	OMIM:601455|ORPHA:99950	Y	Y
MGI:1341818	HGNC:2150	OMIM:216900|ORPHA:1872|ORPHA:49382	N	Y
MGI:1341850	HGNC:15574	OMIM:114480	N	Y
MGI:1341857	HGNC:6762	OMIM:176807	Y	Y
MGI:1341868	HGNC:9970	ORPHA:904	N	Y
MGI:1342005	HGNC:7432	OMIM:601634|OMIM:617780|ORPHA:268377|ORPHA:268384|ORPHA:268388|ORPHA:268392|ORPHA:268397|ORPHA:268740|ORPHA:268748|ORPHA:268752|ORPHA:268758|ORPHA:268762|ORPHA:268766|ORPHA:268770	N	Y
MGI:1342274	HGNC:10985	OMIM:238970|ORPHA:415	Y	Y
MGI:1342279	HGNC:13203	OMIM:605258|ORPHA:101089	N	Y
MGI:1342286	HGNC:3750	ORPHA:819	Y	Y
MGI:1342293	HGNC:18874	OMIM:617514|ORPHA:504523	N	Y
MGI:1342542	HGNC:13178	ORPHA:67038	N	N
MGI:1343044	HGNC:9910	OMIM:300238	Y	Y
MGI:1343142	HGNC:704	OMIM:617718	Y	Y
MGI:1343184	HGNC:1349	OMIM:159550|ORPHA:2585	N	Y
MGI:1343489	HGNC:7208	OMIM:615219|ORPHA:269505	Y	Y
MGI:1343498	HGNC:2895	OMIM:129490|OMIM:224900|OMIM:612630|ORPHA:1810|ORPHA:248	N	Y
MGI:1344333	HGNC:7096	OMIM:300928|ORPHA:777	N	Y
MGI:1344349	HGNC:21698	OMIM:212840|ORPHA:1173	Y	Y
MGI:1344367	HGNC:17655	OMIM:617275	N	Y
MGI:1344372	HGNC:15864	OMIM:615895|ORPHA:329173|ORPHA:397937	N	Y
MGI:1344375	HGNC:9438	OMIM:612067|ORPHA:210571	N	Y
MGI:1344380	HGNC:1919	OMIM:617159	Y	Y
MGI:1344392	HGNC:1477	OMIM:601283	N	N
MGI:1344394	HGNC:6494	OMIM:614115|ORPHA:280640	N	Y
MGI:1344395	HGNC:1918	OMIM:618205	Y	Y
MGI:1344412	HGNC:15710	OMIM:601493|OMIM:609452|ORPHA:154|ORPHA:293888|ORPHA:293899|ORPHA:293910|ORPHA:54260|ORPHA:98912	Y	Y
MGI:1344418	HGNC:16920	OMIM:618267|ORPHA:302	N	Y
MGI:1345140	HGNC:13743	OMIM:606545|ORPHA:281122|ORPHA:313|ORPHA:79394	N	Y
MGI:1345144	HGNC:15533	OMIM:615266|ORPHA:363494|ORPHA:432|ORPHA:478	Y	Y
MGI:1345283	HGNC:10979	OMIM:615182|OMIM:618197|ORPHA:356978|ORPHA:98914	Y	Y
MGI:1345643	HGNC:16466	OMIM:109400|OMIM:155255|OMIM:607174|OMIM:617757|ORPHA:2495|ORPHA:251858|ORPHA:251863|ORPHA:263662|ORPHA:280200|ORPHA:36|ORPHA:377	Y	Y
MGI:1345961	HGNC:2252	OMIM:615401|ORPHA:228003	Y	Y
MGI:1346013	HGNC:1152	OMIM:616812|ORPHA:476084	N	Y
MGI:1346017	HGNC:2088	OMIM:618015	N	Y
MGI:1346022	HGNC:6758	OMIM:615877|ORPHA:424099	N	Y
MGI:1346098	HGNC:12768	ORPHA:280	Y	Y
MGI:1346322	HGNC:4454	OMIM:258315|ORPHA:93329	N	Y
MGI:1346327	HGNC:4036	OMIM:273900	N	Y
MGI:1346341	HGNC:10057	OMIM:618379|ORPHA:544503	N	Y
MGI:1346349	HGNC:10825	OMIM:118400|ORPHA:184	N	Y
MGI:1346858	HGNC:6871	ORPHA:261330	N	Y
MGI:1346863	HGNC:6872	ORPHA:2382	N	Y
MGI:1346867	HGNC:6842	OMIM:615280|ORPHA:1340|ORPHA:638	Y	Y
MGI:1346872	HGNC:6848	OMIM:613762|ORPHA:242|ORPHA:251510	Y	Y
MGI:1346877	HGNC:6859	OMIM:157800|OMIM:617137|ORPHA:1826|ORPHA:3238	N	Y
MGI:1347004	HGNC:29536	OMIM:617271|ORPHA:93589|ORPHA:93592	N	Y
MGI:1347007	HGNC:9082	OMIM:609220|ORPHA:2771	N	Y
MGI:1347008	HGNC:9083	OMIM:612394|ORPHA:300284	Y	Y
MGI:1347043	HGNC:8490	OMIM:613800|ORPHA:2554	N	Y
MGI:1347058	HGNC:5227	OMIM:116800|ORPHA:441452|ORPHA:98994	Y	Y
MGI:1347061	HGNC:74	OMIM:138900|OMIM:614490	Y	Y
MGI:1347062	HGNC:18856	OMIM:616229|ORPHA:216812|ORPHA:79105	N	Y
MGI:1347077	HGNC:13652	OMIM:618257|ORPHA:90636	N	Y
MGI:1347093	HGNC:24678	OMIM:612460|OMIM:612938|ORPHA:210144	Y	Y
MGI:1347353	HGNC:816	OMIM:302500|ORPHA:314978	Y	Y
MGI:1349163	HGNC:10660	OMIM:601665	N	Y
MGI:1349215	HGNC:61	OMIM:300100|ORPHA:139396|ORPHA:139399|ORPHA:369942	N	Y
MGI:1349216	HGNC:67	OMIM:616278	N	Y
MGI:1349217	HGNC:68	OMIM:614857|ORPHA:369955	N	Y
MGI:1349431	HGNC:3267	OMIM:300148|ORPHA:85282	Y	Y
MGI:1349441	HGNC:19691	OMIM:617282|ORPHA:508093	Y	Y
MGI:1349444	HGNC:4796	OMIM:617660|ORPHA:521438	N	Y
MGI:1349635	HGNC:10701	OMIM:607812|ORPHA:50814	N	Y
MGI:1349816	HGNC:15743	OMIM:111620|OMIM:111750	N	Y
MGI:1350341	HGNC:10818	OMIM:252900|ORPHA:79269	Y	Y
MGI:1350924	HGNC:6120	OMIM:612245|OMIM:612251|ORPHA:186|ORPHA:220393|ORPHA:220402|ORPHA:536	N	Y
MGI:1350929	HGNC:753	OMIM:615574|ORPHA:391376	N	Y
MGI:1351317	HGNC:9171	ORPHA:2828|ORPHA:391411	N	Y
MGI:1351327	HGNC:9040	OMIM:147050|OMIM:600807|OMIM:614278	N	Y
MGI:1351343	HGNC:4598	OMIM:257270|ORPHA:215	Y	Y
MGI:1351351	HGNC:1514	OMIM:145980|OMIM:239200|OMIM:601198|OMIM:612899|ORPHA:417|ORPHA:428|ORPHA:676|ORPHA:93372	Y	Y
MGI:1351471	HGNC:24123	OMIM:614209|OMIM:617120|ORPHA:475|ORPHA:564	Y	Y
MGI:1351475	HGNC:4428	ORPHA:146	N	N
MGI:1351500	HGNC:8066	OMIM:271930|ORPHA:225154	N	Y
MGI:1351602	HGNC:2858	OMIM:251880|OMIM:617068|OMIM:617070|ORPHA:279934|ORPHA:329314|ORPHA:494348	Y	Y
MGI:1351614	HGNC:4699	OMIM:613507|OMIM:616199|ORPHA:263297|ORPHA:456369	N	Y
MGI:1351617	HGNC:33	OMIM:610921|ORPHA:2032|ORPHA:440402|ORPHA:70587	N	Y
MGI:1351619	HGNC:42	OMIM:601847|OMIM:605479|ORPHA:69665|ORPHA:79304|ORPHA:99961	Y	Y
MGI:1351627	HGNC:21350	OMIM:245349|ORPHA:255182	Y	Y
MGI:1351628	HGNC:10414	OMIM:613309|ORPHA:124	N	Y
MGI:1351646	HGNC:37	OMIM:608907|ORPHA:1020	N	Y
MGI:1351869	HGNC:8819	OMIM:618511	N	Y
MGI:1352447	HGNC:53	OMIM:237500|ORPHA:234	Y	Y
MGI:1352451	HGNC:7975	OMIM:615722|ORPHA:401777	N	Y
MGI:1352460	HGNC:7960	OMIM:300018|OMIM:300200|ORPHA:242|ORPHA:251510|ORPHA:393|ORPHA:95702	Y	Y
MGI:1352464	HGNC:7967	OMIM:617049|ORPHA:480476|ORPHA:69665	Y	Y
MGI:1352480	HGNC:5476	OMIM:614224|ORPHA:284247	N	Y
MGI:1352493	HGNC:939	OMIM:612954|OMIM:613881|ORPHA:154|ORPHA:199340	N	Y
MGI:1352500	HGNC:17358	OMIM:614458|ORPHA:293955	Y	Y
MGI:1353433	HGNC:11817	OMIM:304700|ORPHA:52368	Y	Y
MGI:1353452	HGNC:403	OMIM:270200|ORPHA:816	Y	Y
MGI:1353455	HGNC:7128	OMIM:114500|OMIM:608089|OMIM:614385|ORPHA:144	Y	Y
MGI:1353470	HGNC:16501	OMIM:166710	N	Y
MGI:1353479	HGNC:10968	OMIM:180300	N	Y
MGI:1353495	HGNC:10990	OMIM:609283|OMIM:615418|OMIM:617184|ORPHA:1369|ORPHA:254892	Y	Y
MGI:1353498	HGNC:10989	OMIM:610773|ORPHA:91130	Y	Y
MGI:1353499	HGNC:961	ORPHA:904	Y	Y
MGI:1353510	HGNC:681	OMIM:618459	Y	Y
MGI:1353568	HGNC:3098	OMIM:128100|ORPHA:256|ORPHA:36899	N	Y
MGI:1353569	HGNC:3808	OMIM:610256|OMIM:612968|OMIM:617349|ORPHA:708|ORPHA:83461|ORPHA:88632|ORPHA:91387	Y	Y
MGI:1353627	HGNC:491	OMIM:605019	Y	Y
MGI:1353633	HGNC:4010	OMIM:608030|OMIM:614782|ORPHA:275872|ORPHA:300605|ORPHA:79105|ORPHA:803|ORPHA:99967	Y	Y
MGI:1354702	HGNC:13599	OMIM:606220	N	Y
MGI:1354708	HGNC:16510	OMIM:615979|ORPHA:88616	N	Y
MGI:1354713	HGNC:3571	OMIM:300387|ORPHA:777|ORPHA:86818	Y	Y
MGI:1354724	HGNC:10519	OMIM:270550|ORPHA:98	Y	Y
MGI:1354735	HGNC:13552	ORPHA:2032	N	Y
MGI:1354756	HGNC:2359	ORPHA:468672	N	N
MGI:1354947	HGNC:9180	OMIM:610131|OMIM:618528|ORPHA:254892	N	Y
MGI:1354953	HGNC:18957	OMIM:617609	Y	Y
MGI:1354961	HGNC:11503	OMIM:615530|OMIM:617389|ORPHA:391411|ORPHA:442835	Y	Y
MGI:1354962	HGNC:2232	OMIM:617800|ORPHA:2512	Y	Y
MGI:1355311	HGNC:11356	OMIM:615723	Y	Y
MGI:1355313	HGNC:1246	OMIM:130080|ORPHA:169147|ORPHA:75392|ORPHA:93552	Y	Y
MGI:1355321	HGNC:16627	OMIM:114480|OMIM:176807|OMIM:259500|OMIM:609265|ORPHA:1331|ORPHA:145|ORPHA:524|ORPHA:668	N	Y
MGI:1355330	HGNC:8923	OMIM:256520|OMIM:601815|ORPHA:2671|ORPHA:79351	Y	Y
MGI:1855697	HGNC:838	OMIM:614053|ORPHA:254913	N	Y
MGI:1855700	HGNC:8657	OMIM:251280|ORPHA:319192	N	Y
MGI:1858201	HGNC:8011	OMIM:616286|OMIM:618186|ORPHA:2680	N	Y
MGI:1858202	HGNC:9760	ORPHA:178469	N	N
MGI:1858213	HGNC:2084	OMIM:614129|ORPHA:2855	Y	Y
MGI:1858225	HGNC:12410	OMIM:613180|ORPHA:250972	N	Y
MGI:1858233	HGNC:7905	OMIM:256100|OMIM:266900|OMIM:609583|ORPHA:110|ORPHA:220497|ORPHA:3156|ORPHA:93592	Y	Y
MGI:1858259	HGNC:18001	ORPHA:1020	N	Y
MGI:1858430	HGNC:19869	OMIM:600920|ORPHA:2460	Y	Y
MGI:1858745	HGNC:5351	OMIM:607594|ORPHA:1572	N	Y
MGI:1858943	HGNC:697	OMIM:615685|ORPHA:401780	Y	Y
MGI:1859152	HGNC:9039	OMIM:256600|OMIM:610217|OMIM:612953|ORPHA:199351|ORPHA:35069	N	Y
MGI:1859183	HGNC:11102	OMIM:242900|ORPHA:1830	Y	Y
MGI:1859214	HGNC:9115	OMIM:212065|ORPHA:79318	Y	Y
MGI:1859217	HGNC:2955	OMIM:616059|ORPHA:238722	N	Y
MGI:1859293	HGNC:10549	OMIM:603516|ORPHA:98761	N	Y
MGI:1859333	HGNC:7774	ORPHA:529980	N	N
MGI:1859606	HGNC:28912	OMIM:300894|ORPHA:329284|ORPHA:3451	Y	Y
MGI:1859639	HGNC:1393	OMIM:300071|OMIM:300476|OMIM:300600|ORPHA:178333|ORPHA:1872|ORPHA:215	N	Y
MGI:1859648	HGNC:13254	OMIM:309549|ORPHA:777	Y	Y
MGI:1859665	HGNC:3706	OMIM:147480|OMIM:211600|OMIM:243300|ORPHA:69665|ORPHA:79306|ORPHA:99960	Y	Y
MGI:1860055	HGNC:8599	OMIM:618550	N	Y
MGI:1860118	HGNC:10726	ORPHA:388	N	Y
MGI:1860137	HGNC:4444	OMIM:231200|ORPHA:274	Y	Y
MGI:1860138	HGNC:4670	OMIM:617988	Y	Y
MGI:1860765	HGNC:3518	OMIM:617425|ORPHA:508533	N	Y
MGI:1861452	HGNC:23215	OMIM:614749|ORPHA:247262	N	Y
MGI:1861606	HGNC:11530	OMIM:204870|ORPHA:98957	N	Y
MGI:1861630	HGNC:13281	OMIM:609006|OMIM:618632|ORPHA:90636	Y	Y
MGI:1861722	HGNC:409	OMIM:615113|ORPHA:2542	N	Y
MGI:1861755	HGNC:29843	OMIM:614838|ORPHA:432|ORPHA:478	N	Y
MGI:1862037	HGNC:13818	OMIM:616645|OMIM:616685|ORPHA:293181	N	Y
MGI:1888496	HGNC:11598	OMIM:611363|ORPHA:99103	N	Y
MGI:1888513	HGNC:4040	OMIM:164745|ORPHA:3107|ORPHA:93328	N	Y
MGI:1888520	HGNC:13575	ORPHA:443167	N	Y
MGI:1888921	HGNC:19316	OMIM:610915|ORPHA:216804|ORPHA:216812	Y	Y
MGI:1888986	HGNC:2902	OMIM:300850|ORPHA:777	N	Y
MGI:1888999	HGNC:16039	OMIM:615881	N	Y
MGI:1889011	HGNC:11140	OMIM:127750	N	Y
MGI:1889276	HGNC:2852	OMIM:615008|ORPHA:329903|ORPHA:357008	N	Y
MGI:1889278	HGNC:17759	OMIM:614651|ORPHA:254898	N	Y
MGI:1889295	HGNC:3424	OMIM:617565|ORPHA:2855	N	Y
MGI:1889383	HGNC:560	OMIM:304340|ORPHA:1568|ORPHA:85329|ORPHA:85335	N	Y
MGI:1889575	HGNC:225	OMIM:127400|OMIM:615010|ORPHA:225154|ORPHA:41|ORPHA:51	Y	Y
MGI:1889810	HGNC:14388	OMIM:614201|ORPHA:98885	Y	Y
MGI:1889844	HGNC:20376	OMIM:272200|ORPHA:585	N	Y
MGI:1890077	HGNC:3819	OMIM:268220|ORPHA:99756	N	Y
MGI:1890110	HGNC:10250	OMIM:610878|ORPHA:289365	N	Y
MGI:1890218	HGNC:368	OMIM:115080	N	Y
MGI:1890219	HGNC:13733	OMIM:601067|OMIM:601386|OMIM:617540|ORPHA:231169|ORPHA:2965|ORPHA:314777|ORPHA:90636|ORPHA:91347|ORPHA:96253	Y	Y
MGI:1890380	HGNC:6404	OMIM:615637|ORPHA:397612	N	Y
MGI:1890467	HGNC:13487	OMIM:614203|ORPHA:411602	Y	Y
MGI:1890474	HGNC:6005	OMIM:615767|ORPHA:477661	N	Y
MGI:1890496	HGNC:14198	OMIM:614731|OMIM:615440|ORPHA:1331|ORPHA:369913	N	Y
MGI:1890773	HGNC:166	OMIM:603278|ORPHA:656	N	Y
MGI:1891123	HGNC:6242	OMIM:611493|OMIM:613693|ORPHA:101016|ORPHA:334	Y	Y
MGI:1891259	HGNC:6685	OMIM:613341|ORPHA:364055|ORPHA:65|ORPHA:791	N	Y
MGI:1891295	HGNC:13478	OMIM:244450|ORPHA:2707	Y	Y
MGI:1891341	HGNC:14450	OMIM:609628|ORPHA:77297	Y	Y
MGI:1891414	HGNC:12370	OMIM:614464|ORPHA:220493|ORPHA:475	Y	Y
MGI:1891428	HGNC:14674	OMIM:601067|OMIM:602083|OMIM:609533|ORPHA:231169|ORPHA:90636	N	Y
MGI:1891435	HGNC:30889	OMIM:618683	N	N
MGI:1891916	HGNC:9045	OMIM:181030|ORPHA:454821	N	Y
MGI:1891925	HGNC:5041	ORPHA:99861	N	N
MGI:1913277	HGNC:30185	OMIM:607417|ORPHA:88616	N	Y
MGI:1913302	HGNC:10682	OMIM:605373|OMIM:606764|OMIM:606864|ORPHA:201|ORPHA:29072|ORPHA:44890|ORPHA:97286	Y	Y
MGI:1913311	HGNC:28482	OMIM:617405	N	Y
MGI:1913321	HGNC:23287	OMIM:602473|ORPHA:51188	Y	Y
MGI:1913322	HGNC:26034	OMIM:601650|ORPHA:29072	N	Y
MGI:1913335	HGNC:3275	OMIM:618295	N	Y
MGI:1913358	HGNC:7693	OMIM:618247|ORPHA:255241	N	Y
MGI:1913431	HGNC:14378	OMIM:224230|ORPHA:1775	N	Y
MGI:1913441	HGNC:18550	OMIM:614231|ORPHA:306558	N	Y
MGI:1913468	HGNC:7704	OMIM:618245|ORPHA:2609	Y	Y
MGI:1913476	HGNC:23068	OMIM:313400|ORPHA:93284	N	Y
MGI:1913500	HGNC:11546	OMIM:617432|ORPHA:2512	Y	Y
MGI:1913521	HGNC:25382	OMIM:612989|ORPHA:227976	N	Y
MGI:1913558	HGNC:16002	OMIM:234050|ORPHA:33364	Y	Y
MGI:1913609	HGNC:26970	OMIM:220110|ORPHA:254905	Y	Y
MGI:1913612	HGNC:17944	OMIM:614678|ORPHA:2254	N	Y
MGI:1913647	HGNC:10535	OMIM:246700|ORPHA:71	Y	Y
MGI:1913649	HGNC:12367	OMIM:610505|ORPHA:168566	N	Y
MGI:1913658	HGNC:15984	OMIM:208920|ORPHA:1168	N	Y
MGI:1913679	HGNC:25640	OMIM:142669|OMIM:617974|ORPHA:2114	N	Y
MGI:1913699	HGNC:29679	OMIM:613320|ORPHA:401979	N	Y
MGI:1913704	HGNC:17877	OMIM:608553|ORPHA:1872|ORPHA:65	N	Y
MGI:1913755	HGNC:16966	OMIM:616083|ORPHA:178469	N	Y
MGI:1913765	HGNC:21024	OMIM:273750|ORPHA:2616	Y	Y
MGI:1913775	HGNC:23656	OMIM:617698|ORPHA:505216	Y	Y
MGI:1913808	HGNC:6512	OMIM:615438|ORPHA:370088	N	Y
MGI:1913917	HGNC:16389	ORPHA:422526	N	N
MGI:1913941	HGNC:23375	ORPHA:656	N	N
MGI:1913945	HGNC:14872	OMIM:603932|OMIM:607850	N	Y
MGI:1914004	HGNC:3823	OMIM:613670|ORPHA:391372|ORPHA:52417|ORPHA:99860	Y	Y
MGI:1914039	HGNC:28287	OMIM:616227|ORPHA:353327	N	Y
MGI:1914061	HGNC:32698	OMIM:274900|ORPHA:95716	Y	Y
MGI:1914071	HGNC:1020	OMIM:124000|OMIM:256000|OMIM:262000|OMIM:603358|ORPHA:123|ORPHA:1460|ORPHA:254902|ORPHA:53693	N	Y
MGI:1914080	HGNC:20967	OMIM:617393|ORPHA:500545	Y	Y
MGI:1914090	HGNC:25072	OMIM:617977	N	Y
MGI:1914113	HGNC:6742	OMIM:605275|OMIM:615670|OMIM:616564|ORPHA:251576|ORPHA:251579|ORPHA:648|ORPHA:93921	Y	Y
MGI:1914116	HGNC:24731	OMIM:618278	N	Y
MGI:1914135	HGNC:91	OMIM:610006|ORPHA:79157	N	Y
